id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
2375,HD 219077 b,29.1864,9.62 Jupiters,6.12,2012,https://science.nasa.gov/exoplanet-catalog/hd-219077-b/
2376,HD 218566 b,28.8274,0.2 Jupiters,8.6,2010,https://science.nasa.gov/exoplanet-catalog/hd-218566-b/
2377,HD 217786 b,55.4847,13.852 Jupiters,7.78,2011,https://science.nasa.gov/exoplanet-catalog/hd-217786-b/
2378,HD 217107 c,20.0619,2.6 Jupiters,6.155,2005,https://science.nasa.gov/exoplanet-catalog/hd-217107-c/
2379,HD 217107 b,20.0619,1.3 Jupiters,6.155,1998,https://science.nasa.gov/exoplanet-catalog/hd-217107-b/
2380,HD 216770 b,36.6625,0.57 Jupiters,8.11,2003,https://science.nasa.gov/exoplanet-catalog/hd-216770-b/
2381,HD 216536 b,376.233,1.05 Jupiters,9.229,2015,https://science.nasa.gov/exoplanet-catalog/hd-216536-b/
2382,HD 216437 b,26.6902,4.2 Jupiters,6.04,2002,https://science.nasa.gov/exoplanet-catalog/hd-216437-b/
2383,HD 216435 b,32.9834,1.26 Jupiters,6.03,2002,https://science.nasa.gov/exoplanet-catalog/hd-216435-b/
2384,HD 215497 c,40.5468,0.35 Jupiters,8.96,2009,https://science.nasa.gov/exoplanet-catalog/hd-215497-c/
2385,HD 215497 b,40.5468,6.3566 Earths,8.96,2009,https://science.nasa.gov/exoplanet-catalog/hd-215497-b/
2386,HD 213240 b,40.8707,5.21 Jupiters,6.81,2001,https://science.nasa.gov/exoplanet-catalog/hd-213240-b/
2387,HD 212301 b,54.2304,0.51 Jupiters,7.76,2005,https://science.nasa.gov/exoplanet-catalog/hd-212301-b/
2388,HD 196067 b,39.9346,12.5 Jupiters,6.51,2012,https://science.nasa.gov/exoplanet-catalog/hd-196067-b/
2389,HD 196050 b,50.6742,4.7 Jupiters,7.5,2002,https://science.nasa.gov/exoplanet-catalog/hd-196050-b/
2390,HD 195019 b,37.6681,3.98 Jupiters,6.87591,1998,https://science.nasa.gov/exoplanet-catalog/hd-195019-b/
2391,HD 192699 b,71.8627,2.096 Jupiters,6.45591,2007,https://science.nasa.gov/exoplanet-catalog/hd-192699-b/
2392,HD 192310 c,8.8116,24 Earths,5.73,2011,https://science.nasa.gov/exoplanet-catalog/hd-192310-c/
2393,HD 192310 b,8.8116,16.9 Earths,5.73,2011,https://science.nasa.gov/exoplanet-catalog/hd-192310-b/
2394,HD 192263 b,19.6359,0.56 Jupiters,7.79,1999,https://science.nasa.gov/exoplanet-catalog/hd-192263-b/
2395,HD 190984 b,148.187,3.58 Jupiters,8.76,2009,https://science.nasa.gov/exoplanet-catalog/hd-190984-b/
2396,HD 190647 b,54.4738,1.985 Jupiters,7.78,2007,https://science.nasa.gov/exoplanet-catalog/hd-190647-b/
2397,HD 190360 c,16.0035,19.069 Earths,5.745,2005,https://science.nasa.gov/exoplanet-catalog/hd-190360-c/
2398,HD 190360 b,16.0035,1.8 Jupiters,5.745,2003,https://science.nasa.gov/exoplanet-catalog/hd-190360-b/
2399,HD 189733 b,19.7638,1.13 Jupiters,7.67,2005,https://science.nasa.gov/exoplanet-catalog/hd-189733-b/
2400,HD 188015 b,50.6706,1.5 Jupiters,8.24,2004,https://science.nasa.gov/exoplanet-catalog/hd-188015-b/
2401,HD 187123 c,45.9548,1.99 Jupiters,7.83,2008,https://science.nasa.gov/exoplanet-catalog/hd-187123-c/
2402,HD 187123 b,45.9548,0.523 Jupiters,7.83,1998,https://science.nasa.gov/exoplanet-catalog/hd-187123-b/
2403,HD 187085 b,45.8993,0.836 Jupiters,7.22,2006,https://science.nasa.gov/exoplanet-catalog/hd-187085-b/
2404,HD 185269 b,51.9917,1.01 Jupiters,6.67973,2006,https://science.nasa.gov/exoplanet-catalog/hd-185269-b/
2405,HD 183263 c,54.1955,9.31 Jupiters,7.86,2008,https://science.nasa.gov/exoplanet-catalog/hd-183263-c/
2406,HD 183263 b,54.1955,3.471 Jupiters,7.86,2004,https://science.nasa.gov/exoplanet-catalog/hd-183263-b/
2407,HD 181720 b,60.2046,0.4 Jupiters,7.84,2009,https://science.nasa.gov/exoplanet-catalog/hd-181720-b/
2408,HD 181433 d,26.8762,0.54 Jupiters,8.4,2008,https://science.nasa.gov/exoplanet-catalog/hd-181433-d/
2409,HD 181433 c,26.8762,0.64 Jupiters,8.4,2008,https://science.nasa.gov/exoplanet-catalog/hd-181433-c/
2410,HD 181433 b,26.8762,6.3566 Earths,8.4,2008,https://science.nasa.gov/exoplanet-catalog/hd-181433-b/
2411,HD 181342 b,120.391,2.54 Jupiters,7.55,2009,https://science.nasa.gov/exoplanet-catalog/hd-181342-b/
2412,HD 180902 b,104.577,1.685 Jupiters,7.78,2009,https://science.nasa.gov/exoplanet-catalog/hd-180902-b/
2413,GJ 1148 b,11.0143,0.30425 Jupiters,11.939,2010,https://science.nasa.gov/exoplanet-catalog/gj-1148-b/
2414,HD 9446 c,50.3503,1.82 Jupiters,8.35,2009,https://science.nasa.gov/exoplanet-catalog/hd-9446-c/
2415,HD 9446 b,50.3503,0.7 Jupiters,8.35,2009,https://science.nasa.gov/exoplanet-catalog/hd-9446-b/
2416,HD 8673 b,37.8619,13.248 Jupiters,6.331,2009,https://science.nasa.gov/exoplanet-catalog/hd-8673-b/
2417,HD 8574 b,44.8264,2.03 Jupiters,7.12,2002,https://science.nasa.gov/exoplanet-catalog/hd-8574-b/
2418,HD 8535 b,55.4401,0.68 Jupiters,7.7,2010,https://science.nasa.gov/exoplanet-catalog/hd-8535-b/
2419,HD 7924 d,16.9922,6.44 Earths,7.17896,2015,https://science.nasa.gov/exoplanet-catalog/hd-7924-d/
2420,HD 7924 c,16.9922,7.86 Earths,7.17896,2015,https://science.nasa.gov/exoplanet-catalog/hd-7924-c/
2421,HD 7924 b,16.9922,6.3566 Earths,7.17896,2008,https://science.nasa.gov/exoplanet-catalog/hd-7924-b/
2422,HD 7449 b,38.662,8.174 Jupiters,7.5,2011,https://science.nasa.gov/exoplanet-catalog/hd-7449-b/
2423,HD 7199 b,36.1531,0.27 Jupiters,8.06,2011,https://science.nasa.gov/exoplanet-catalog/hd-7199-b/
2424,HD 6718 b,51.3444,1.68 Jupiters,8.45,2009,https://science.nasa.gov/exoplanet-catalog/hd-6718-b/
2425,HD 6434 b,42.358,0.49 Jupiters,7.72,2003,https://science.nasa.gov/exoplanet-catalog/hd-6434-b/
2426,HD 5891 b,283.502,7.63 Jupiters,8.09,2011,https://science.nasa.gov/exoplanet-catalog/hd-5891-b/
2427,HD 564 b,51.1659,0.33 Jupiters,8.32,2014,https://science.nasa.gov/exoplanet-catalog/hd-564-b/
2428,HD 5608 b,58.1105,1.168 Jupiters,6.00272,2012,https://science.nasa.gov/exoplanet-catalog/hd-5608-b/
2429,HD 5319 c,121.405,1.053 Jupiters,8.05,2014,https://science.nasa.gov/exoplanet-catalog/hd-5319-c/
2430,HD 5319 b,121.405,1.556 Jupiters,8.05,2007,https://science.nasa.gov/exoplanet-catalog/hd-5319-b/
2431,HD 4732 c,54.7841,3.365 Jupiters,5.9,2012,https://science.nasa.gov/exoplanet-catalog/hd-4732-c/
2432,HD 4732 b,54.7841,1.986 Jupiters,5.9,2012,https://science.nasa.gov/exoplanet-catalog/hd-4732-b/
2433,HD 4313 b,136.308,1.927 Jupiters,7.83,2009,https://science.nasa.gov/exoplanet-catalog/hd-4313-b/
2434,HD 4308 b,22.0158,15.8915 Earths,6.55,2005,https://science.nasa.gov/exoplanet-catalog/hd-4308-b/
2435,HD 4208 b,34.1937,0.81 Jupiters,7.783,2001,https://science.nasa.gov/exoplanet-catalog/hd-4208-b/
2436,HD 4203 c,81.3795,2.17 Jupiters,8.7,2014,https://science.nasa.gov/exoplanet-catalog/hd-4203-c/
2437,HD 4203 b,81.3795,2.23 Jupiters,8.7,2001,https://science.nasa.gov/exoplanet-catalog/hd-4203-b/
2438,HD 4113 b,41.8727,1.703 Jupiters,7.88,2007,https://science.nasa.gov/exoplanet-catalog/hd-4113-b/
2439,HD 3651 b,11.1081,0.228 Jupiters,5.863,2003,https://science.nasa.gov/exoplanet-catalog/hd-3651-b/
2440,HD 2952 b,110.103,0.896 Jupiters,5.9258,2013,https://science.nasa.gov/exoplanet-catalog/hd-2952-b/
2441,HD 2638 b,54.9621,0.42 Jupiters,9.44,2005,https://science.nasa.gov/exoplanet-catalog/hd-2638-b/
2442,HD 2039 b,85.6922,6.29 Jupiters,9,2002,https://science.nasa.gov/exoplanet-catalog/hd-2039-b/
2443,HD 180314 b,122.362,22.707 Jupiters,6.61519,2010,https://science.nasa.gov/exoplanet-catalog/hd-180314-b/
2444,HD 179949 b,27.4573,0.916 Jupiters,6.25,2000,https://science.nasa.gov/exoplanet-catalog/hd-179949-b/
2445,HD 179079 b,69.7116,25.74423 Earths,7.95,2008,https://science.nasa.gov/exoplanet-catalog/hd-179079-b/
2446,HD 178911 B b,40.9727,8.03 Jupiters,7.97,2001,https://science.nasa.gov/exoplanet-catalog/hd-178911-b-b/
2447,HD 1690 b,752.615,8.79 Jupiters,9.19,2010,https://science.nasa.gov/exoplanet-catalog/hd-1690-b/
2448,HD 1666 b,117.908,6.43 Jupiters,8.17,2015,https://science.nasa.gov/exoplanet-catalog/hd-1666-b/
2449,HD 1605 c,88.8047,3.62 Jupiters,7.52,2015,https://science.nasa.gov/exoplanet-catalog/hd-1605-c/
2450,HD 1605 b,88.8047,0.934 Jupiters,7.52,2015,https://science.nasa.gov/exoplanet-catalog/hd-1605-b/
2451,HD 1502 b,190.953,2.75 Jupiters,8.36,2011,https://science.nasa.gov/exoplanet-catalog/hd-1502-b/
2452,HD 1461 b,23.4534,6.44 Earths,6.47933,2010,https://science.nasa.gov/exoplanet-catalog/hd-1461-b/
2453,HD 142 c,26.1853,10.901 Jupiters,5.7,2012,https://science.nasa.gov/exoplanet-catalog/hd-142-c/
2454,HD 142 b,26.1853,7.1 Jupiters,5.7,2001,https://science.nasa.gov/exoplanet-catalog/hd-142-b/
2455,HD 132406 b,70.7832,5.94 Jupiters,8.45,2007,https://science.nasa.gov/exoplanet-catalog/hd-132406-b/
2456,HD 131496 b,131.849,1.8 Jupiters,7.8,2011,https://science.nasa.gov/exoplanet-catalog/hd-131496-b/
2457,HD 130322 b,31.8766,1.15 Jupiters,8.04,1999,https://science.nasa.gov/exoplanet-catalog/hd-130322-b/
2458,HD 10647 b,17.3488,0.94 Jupiters,5.52,2006,https://science.nasa.gov/exoplanet-catalog/hd-10647-b/
2459,HD 10442 b,135.374,1.487 Jupiters,7.828,2014,https://science.nasa.gov/exoplanet-catalog/hd-10442-b/
2460,HD 10180 h,38.9607,0.203 Jupiters,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-h/
2461,HD 10180 g,38.9607,21.4 Earths,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-g/
2462,HD 10180 f,38.9607,23.9 Earths,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-f/
2463,HD 10180 e,38.9607,25.1 Earths,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-e/
2464,HD 10180 d,38.9607,11.75 Earths,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-d/
2465,HD 10180 c,38.9607,13.1 Earths,7.33,2010,https://science.nasa.gov/exoplanet-catalog/hd-10180-c/
2466,HD 99706 b,146.6,1.23 Jupiters,7.65,2011,https://science.nasa.gov/exoplanet-catalog/hd-99706-b/
2467,HD 99492 b,18.2038,25.5 Earths,7.56727,2004,https://science.nasa.gov/exoplanet-catalog/hd-99492-b/
2468,HD 99109 b,54.7901,0.44 Jupiters,9.1,2005,https://science.nasa.gov/exoplanet-catalog/hd-99109-b/
2469,HD 98649 b,42.1727,8.386 Jupiters,8,2012,https://science.nasa.gov/exoplanet-catalog/hd-98649-b/
2470,HD 98219 b,113.704,1.964 Jupiters,8.05,2011,https://science.nasa.gov/exoplanet-catalog/hd-98219-b/
2471,HD 97658 b,21.5618,8.3 Earths,7.76,2010,https://science.nasa.gov/exoplanet-catalog/hd-97658-b/
2472,HD 96167 b,85.3006,0.717 Jupiters,8.09,2009,https://science.nasa.gov/exoplanet-catalog/hd-96167-b/
2473,HD 96127 b,587.659,20.96 Jupiters,7.40521,2011,https://science.nasa.gov/exoplanet-catalog/hd-96127-b/
2474,HD 96063 b,140.065,1.27 Jupiters,8.21,2011,https://science.nasa.gov/exoplanet-catalog/hd-96063-b/
2475,HD 95127 b,676.579,10.63 Jupiters,8.15,2015,https://science.nasa.gov/exoplanet-catalog/hd-95127-b/
2476,HD 95089 b,136.957,1.26 Jupiters,7.92,2009,https://science.nasa.gov/exoplanet-catalog/hd-95089-b/
2477,HD 95086 b,86.2279,5 Jupiters,7.36,2013,https://science.nasa.gov/exoplanet-catalog/hd-95086-b/
2478,HD 129445 b,67.4386,2.51 Jupiters,8.8,2009,https://science.nasa.gov/exoplanet-catalog/hd-129445-b/
2479,HD 128311 c,16.3292,3.789 Jupiters,7.48,2005,https://science.nasa.gov/exoplanet-catalog/hd-128311-c/
2480,HD 128311 b,16.3292,1.769 Jupiters,7.48,2002,https://science.nasa.gov/exoplanet-catalog/hd-128311-b/
2481,HD 126614 b,73.0961,0.339 Jupiters,8.81,2009,https://science.nasa.gov/exoplanet-catalog/hd-126614-b/
2482,HD 125612 d,57.6207,7.178 Jupiters,8.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-125612-d/
2483,HD 125612 c,57.6207,15.57359 Earths,8.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-125612-c/
2484,HD 125612 b,57.6207,2.974 Jupiters,8.31,2007,https://science.nasa.gov/exoplanet-catalog/hd-125612-b/
2485,HD 125595 b,28.1989,6.3566 Earths,9.03,2009,https://science.nasa.gov/exoplanet-catalog/hd-125595-b/
2486,HD 121504 b,41.6592,1.51 Jupiters,7.54,2003,https://science.nasa.gov/exoplanet-catalog/hd-121504-b/
2487,HD 120084 b,103.044,6.4 Jupiters,5.90686,2013,https://science.nasa.gov/exoplanet-catalog/hd-120084-b/
2488,HD 118203 b,92.2589,2.182 Jupiters,8.05,2005,https://science.nasa.gov/exoplanet-catalog/hd-118203-b/
2489,HD 117618 b,37.7781,0.174 Jupiters,7.17,2004,https://science.nasa.gov/exoplanet-catalog/hd-117618-b/
2490,HD 117207 b,32.3547,2.106 Jupiters,7.26,2004,https://science.nasa.gov/exoplanet-catalog/hd-117207-b/
2491,HD 116029 b,123.245,1.4 Jupiters,7.88,2011,https://science.nasa.gov/exoplanet-catalog/hd-116029-b/
2492,HD 114783 b,21.0628,1.1 Jupiters,7.56,2001,https://science.nasa.gov/exoplanet-catalog/hd-114783-b/
2493,HD 114729 b,37.8063,0.825 Jupiters,6.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-114729-b/
2494,HD 114386 b,27.9243,1.14 Jupiters,8.73,2003,https://science.nasa.gov/exoplanet-catalog/hd-114386-b/
2495,HD 113538 c,16.2817,0.93 Jupiters,9.05,2010,https://science.nasa.gov/exoplanet-catalog/hd-113538-c/
2496,HD 113538 b,16.2817,0.36 Jupiters,9.05,2010,https://science.nasa.gov/exoplanet-catalog/hd-113538-b/
2497,HD 113337 b,36.18,3.259 Jupiters,6.02078,2013,https://science.nasa.gov/exoplanet-catalog/hd-113337-b/
2498,HD 111232 b,28.9571,7.965 Jupiters,7.59,2003,https://science.nasa.gov/exoplanet-catalog/hd-111232-b/
2499,HD 110014 b,100.758,11.09 Jupiters,4.64597,2009,https://science.nasa.gov/exoplanet-catalog/hd-110014-b/
2500,HD 109749 b,63.0821,0.27 Jupiters,8.08,2005,https://science.nasa.gov/exoplanet-catalog/hd-109749-b/
2501,HD 109271 c,55.8716,24.154 Earths,8.04,2013,https://science.nasa.gov/exoplanet-catalog/hd-109271-c/
2502,HD 109271 b,55.8716,17.162 Earths,8.04,2013,https://science.nasa.gov/exoplanet-catalog/hd-109271-b/
2503,HD 109246 b,67.8349,0.86 Jupiters,8.751,2010,https://science.nasa.gov/exoplanet-catalog/hd-109246-b/
2504,HD 108874 c,59.5175,0.99 Jupiters,8.76,2005,https://science.nasa.gov/exoplanet-catalog/hd-108874-c/
2505,HD 108874 b,59.5175,1.42 Jupiters,8.76,2002,https://science.nasa.gov/exoplanet-catalog/hd-108874-b/
2506,HD 108863 b,164.742,2.414 Jupiters,7.71,2011,https://science.nasa.gov/exoplanet-catalog/hd-108863-b/
2507,HD 108341 b,48.9102,2.25 Jupiters,9.38,2014,https://science.nasa.gov/exoplanet-catalog/hd-108341-b/
2508,HD 108147 b,38.92,0.261 Jupiters,6.99,2002,https://science.nasa.gov/exoplanet-catalog/hd-108147-b/
2509,HD 107148 b,49.4156,0.21 Jupiters,8.01,2005,https://science.nasa.gov/exoplanet-catalog/hd-107148-b/
2510,HD 106906 b,103.029,11 Jupiters,7.8,2013,https://science.nasa.gov/exoplanet-catalog/hd-106906-b/
2511,HD 106515 A b,34.0915,9.518 Jupiters,7.971,2012,https://science.nasa.gov/exoplanet-catalog/hd-106515-a-b/
2512,HD 106270 b,93.808,11.4 Jupiters,7.58,2011,https://science.nasa.gov/exoplanet-catalog/hd-106270-b/
2513,HD 106252 b,38.185,10 Jupiters,7.41,2002,https://science.nasa.gov/exoplanet-catalog/hd-106252-b/
2514,HD 104985 b,100.576,5.559 Jupiters,5.79389,2003,https://science.nasa.gov/exoplanet-catalog/hd-104985-b/
2515,HD 104067 b,20.3632,0.19539 Jupiters,7.92,2009,https://science.nasa.gov/exoplanet-catalog/hd-104067-b/
2516,HD 103774 b,56.4089,0.367 Jupiters,7.13463,2013,https://science.nasa.gov/exoplanet-catalog/hd-103774-b/
2517,HD 103720 b,45.5352,0.62 Jupiters,9.5,2014,https://science.nasa.gov/exoplanet-catalog/hd-103720-b/
2518,HD 103197 b,57.1463,28.6047 Earths,9.4,2009,https://science.nasa.gov/exoplanet-catalog/hd-103197-b/
2519,HD 102956 b,121.89,0.96 Jupiters,7.86,2010,https://science.nasa.gov/exoplanet-catalog/hd-102956-b/
2520,HD 102365 b,9.3195,16 Earths,4.893,2010,https://science.nasa.gov/exoplanet-catalog/hd-102365-b/
2521,HD 102329 b,217.107,8.16 Jupiters,7.88,2011,https://science.nasa.gov/exoplanet-catalog/hd-102329-b/
2522,HD 102272 b,347.097,4.94 Jupiters,8.69,2008,https://science.nasa.gov/exoplanet-catalog/hd-102272-b/
2523,HD 102195 b,29.3386,0.41 Jupiters,8.07,2006,https://science.nasa.gov/exoplanet-catalog/hd-102195-b/
2524,HD 102117 b,39.5792,0.17 Jupiters,7.47,2005,https://science.nasa.gov/exoplanet-catalog/hd-102117-b/
2525,HD 101930 b,30.0274,0.25 Jupiters,8.21,2005,https://science.nasa.gov/exoplanet-catalog/hd-101930-b/
2526,HD 100777 b,49.5336,1.23 Jupiters,8.42,2007,https://science.nasa.gov/exoplanet-catalog/hd-100777-b/
2527,HD 100655 b,137.178,1.61 Jupiters,6.4421,2011,https://science.nasa.gov/exoplanet-catalog/hd-100655-b/
2528,HD 100546 b,109.677,8.5 Jupiters,6.69,2014,https://science.nasa.gov/exoplanet-catalog/hd-100546-b/
2529,HD 93083 b,28.5159,0.37 Jupiters,8.3,2005,https://science.nasa.gov/exoplanet-catalog/hd-93083-b/
2530,HD 92788 b,34.6538,3.76 Jupiters,7.31637,2000,https://science.nasa.gov/exoplanet-catalog/hd-92788-b/
2531,HD 90156 b,21.9496,17.98 Earths,6.92,2009,https://science.nasa.gov/exoplanet-catalog/hd-90156-b/
2532,HD 89744 b,38.6364,8.35 Jupiters,5.73469,1999,https://science.nasa.gov/exoplanet-catalog/hd-89744-b/
2533,HD 89307 b,32.0104,2.02 Jupiters,7.02569,2009,https://science.nasa.gov/exoplanet-catalog/hd-89307-b/
2534,HD 88133 b,73.6123,1.02 Jupiters,8.01852,2004,https://science.nasa.gov/exoplanet-catalog/hd-88133-b/
2535,HD 87883 b,18.2912,5.409 Jupiters,7.56,2009,https://science.nasa.gov/exoplanet-catalog/hd-87883-b/
2536,HD 86264 b,67.8107,9.808 Jupiters,7.41,2009,https://science.nasa.gov/exoplanet-catalog/hd-86264-b/
2537,HD 86226 b,45.683,0.45 Jupiters,7.93,2009,https://science.nasa.gov/exoplanet-catalog/hd-86226-b/
2538,HD 86081 b,103.936,1.48 Jupiters,8.73,2006,https://science.nasa.gov/exoplanet-catalog/hd-86081-b/
2539,HD 85390 b,33.5225,31.46517 Earths,8.54,2009,https://science.nasa.gov/exoplanet-catalog/hd-85390-b/
2540,HD 83443 b,40.8991,0.402 Jupiters,8.23,2002,https://science.nasa.gov/exoplanet-catalog/hd-83443-b/
2541,HD 82943 c,27.5902,1.959 Jupiters,6.54993,2003,https://science.nasa.gov/exoplanet-catalog/hd-82943-c/
2542,HD 82943 b,27.5902,1.681 Jupiters,6.54993,2003,https://science.nasa.gov/exoplanet-catalog/hd-82943-b/
2543,HD 82886 b,127.061,2.33 Jupiters,7.62,2011,https://science.nasa.gov/exoplanet-catalog/hd-82886-b/
2544,HD 81688 b,85.7183,1.654 Jupiters,5.39755,2007,https://science.nasa.gov/exoplanet-catalog/hd-81688-b/
2545,HD 81040 b,34.4341,7.53 Jupiters,7.72,2005,https://science.nasa.gov/exoplanet-catalog/hd-81040-b/
2546,HD 80606 b,66.4711,4.38 Jupiters,9.06,2001,https://science.nasa.gov/exoplanet-catalog/hd-80606-b/
2547,HD 79498 b,48.9489,1.34 Jupiters,8.05,2011,https://science.nasa.gov/exoplanet-catalog/hd-79498-b/
2548,HD 77338 b,45.935,15.9 Earths,8.63,2012,https://science.nasa.gov/exoplanet-catalog/hd-77338-b/
2549,HD 76700 b,60.8831,0.21 Jupiters,8.16,2002,https://science.nasa.gov/exoplanet-catalog/hd-76700-b/
2550,HD 75898 b,78.0505,2.55 Jupiters,8.03,2007,https://science.nasa.gov/exoplanet-catalog/hd-75898-b/
2551,HD 75784 b,85.4321,1 Jupiter,7.84,2014,https://science.nasa.gov/exoplanet-catalog/hd-75784-b/
2552,HD 75289 b,29.1158,0.49 Jupiters,6.35,1999,https://science.nasa.gov/exoplanet-catalog/hd-75289-b/
2553,HD 74156 c,57.603,8.665 Jupiters,7.61,2003,https://science.nasa.gov/exoplanet-catalog/hd-74156-c/
2554,HD 74156 b,57.603,1.675 Jupiters,7.61,2003,https://science.nasa.gov/exoplanet-catalog/hd-74156-b/
2555,HD 73534 b,83.3321,1.112 Jupiters,8.23,2008,https://science.nasa.gov/exoplanet-catalog/hd-73534-b/
2556,HD 73526 c,97.2396,2.25 Jupiters,8.99,2005,https://science.nasa.gov/exoplanet-catalog/hd-73526-c/
2557,HD 73526 b,97.2396,3.08 Jupiters,8.99,2002,https://science.nasa.gov/exoplanet-catalog/hd-73526-b/
2558,HD 73267 b,50.4093,4.158 Jupiters,8.9,2008,https://science.nasa.gov/exoplanet-catalog/hd-73267-b/
2559,HD 72659 b,51.8949,2.988 Jupiters,7.46,2002,https://science.nasa.gov/exoplanet-catalog/hd-72659-b/
2560,HD 70642 b,29.276,3.9 Jupiters,7.17,2003,https://science.nasa.gov/exoplanet-catalog/hd-70642-b/
2561,HD 70573 b,59.182,6.1 Jupiters,8.667,2007,https://science.nasa.gov/exoplanet-catalog/hd-70573-b/
2562,HD 69830 d,12.5794,18.1 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-d/
2563,HD 69830 c,12.5794,11.8 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-c/
2564,HD 69830 b,12.5794,10.2 Earths,5.951,2006,https://science.nasa.gov/exoplanet-catalog/hd-69830-b/
2565,HD 68988 b,60.8447,1.97 Jupiters,8.2,2001,https://science.nasa.gov/exoplanet-catalog/hd-68988-b/
2566,HD 67087 c,76.5217,4.85 Jupiters,8.05,2015,https://science.nasa.gov/exoplanet-catalog/hd-67087-c/
2567,HD 67087 b,76.5217,3.06 Jupiters,8.05,2015,https://science.nasa.gov/exoplanet-catalog/hd-67087-b/
2568,HD 66428 b,53.2817,10.946 Jupiters,8.25,2005,https://science.nasa.gov/exoplanet-catalog/hd-66428-b/
2569,HD 66141 b,68.1509,6 Jupiters,4.37821,2012,https://science.nasa.gov/exoplanet-catalog/hd-66141-b/
2570,HD 65216 c,35.1205,2.03 Jupiters,7.97,2013,https://science.nasa.gov/exoplanet-catalog/hd-65216-c/
2571,HD 65216 b,35.1205,1.295 Jupiters,7.97,2003,https://science.nasa.gov/exoplanet-catalog/hd-65216-b/
2572,HD 63765 b,32.5376,0.53 Jupiters,8.1,2009,https://science.nasa.gov/exoplanet-catalog/hd-63765-b/
2573,HD 63454 b,37.6894,0.25 Jupiters,9.37,2005,https://science.nasa.gov/exoplanet-catalog/hd-63454-b/
2574,HD 62509 b,10.34,2.3 Jupiters,1.12512,2006,https://science.nasa.gov/exoplanet-catalog/hd-62509-b/
2575,HD 60532 c,25.9716,2.51 Jupiters,4.44,2008,https://science.nasa.gov/exoplanet-catalog/hd-60532-c/
2576,HD 60532 b,25.9716,1.06 Jupiters,4.44,2008,https://science.nasa.gov/exoplanet-catalog/hd-60532-b/
2577,HD 52265 b,29.9803,1.21 Jupiters,6.29351,2000,https://science.nasa.gov/exoplanet-catalog/hd-52265-b/
2578,HD 50554 b,31.1664,5.85 Jupiters,6.8561,2002,https://science.nasa.gov/exoplanet-catalog/hd-50554-b/
2579,HD 50499 b,46.2845,1.636 Jupiters,7.21,2005,https://science.nasa.gov/exoplanet-catalog/hd-50499-b/
2580,HD 49674 b,43.0399,31.783 Earths,8.1,2002,https://science.nasa.gov/exoplanet-catalog/hd-49674-b/
2581,HD 48265 b,90.5446,1.525 Jupiters,8.05,2008,https://science.nasa.gov/exoplanet-catalog/hd-48265-b/
2582,HD 47536 b,122.536,7.32 Jupiters,5.25,2002,https://science.nasa.gov/exoplanet-catalog/hd-47536-b/
2583,HD 47186 c,37.4574,0.35061 Jupiters,7.63,2008,https://science.nasa.gov/exoplanet-catalog/hd-47186-c/
2584,HD 47186 b,37.4574,22.2481 Earths,7.63,2008,https://science.nasa.gov/exoplanet-catalog/hd-47186-b/
2585,HD 46375 b,29.5529,0.226 Jupiters,7.91,2000,https://science.nasa.gov/exoplanet-catalog/hd-46375-b/
2586,HD 45652 b,34.8541,0.433 Jupiters,8.1,2008,https://science.nasa.gov/exoplanet-catalog/hd-45652-b/
2587,HD 45364 c,34.354,0.549 Jupiters,8.08,2008,https://science.nasa.gov/exoplanet-catalog/hd-45364-c/
2588,HD 45364 b,34.354,0.1893 Jupiters,8.08,2008,https://science.nasa.gov/exoplanet-catalog/hd-45364-b/
2589,HD 45350 b,46.8733,1.79 Jupiters,7.89,2004,https://science.nasa.gov/exoplanet-catalog/hd-45350-b/
2590,HD 44219 b,52.9051,0.58 Jupiters,7.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-44219-b/
2591,HD 43691 b,85.6009,2.55 Jupiters,8.03,2007,https://science.nasa.gov/exoplanet-catalog/hd-43691-b/
2592,HD 43197 b,62.4112,0.553 Jupiters,8.98,2010,https://science.nasa.gov/exoplanet-catalog/hd-43197-b/
2593,HD 41004 B b,41.5504,18.37 Jupiters,8.6078,2003,https://science.nasa.gov/exoplanet-catalog/hd-41004-b-b/
2594,HD 41004 A b,36.69117,2.54 Jupiters,8.65,2004,https://science.nasa.gov/exoplanet-catalog/hd-41004-a-b/
2595,HD 40979 b,34.0883,4.67 Jupiters,6.75512,2002,https://science.nasa.gov/exoplanet-catalog/hd-40979-b/
2596,HD 40307 g,12.9363,7.1 Earths,7.17,2013,https://science.nasa.gov/exoplanet-catalog/hd-40307-g/
