id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
2597,HD 40307 f,12.9363,5.2 Earths,7.17,2013,https://science.nasa.gov/exoplanet-catalog/hd-40307-f/
2598,HD 40307 d,12.9363,9.5 Earths,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-d/
2599,HD 40307 c,12.9363,6.6 Earths,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-c/
2600,HD 40307 b,12.9363,4 Earths,7.17,2009,https://science.nasa.gov/exoplanet-catalog/hd-40307-b/
2601,HD 39091 b,18.2874,12.325 Jupiters,5.666,2001,https://science.nasa.gov/exoplanet-catalog/hd-39091-b/
2602,HD 38801 b,91.4349,9.698 Jupiters,8.26,2009,https://science.nasa.gov/exoplanet-catalog/hd-38801-b/
2603,HD 38529 c,42.3538,10.38 Jupiters,5.92848,2000,https://science.nasa.gov/exoplanet-catalog/hd-38529-c/
2604,HD 38529 b,42.3538,0.65 Jupiters,5.92848,2000,https://science.nasa.gov/exoplanet-catalog/hd-38529-b/
2605,HD 38283 b,38.0615,0.4 Jupiters,6.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-38283-b/
2606,HD 37605 c,46.7864,3.19 Jupiters,8.67,2012,https://science.nasa.gov/exoplanet-catalog/hd-37605-c/
2607,HD 37605 b,46.7864,2.69 Jupiters,8.67,2004,https://science.nasa.gov/exoplanet-catalog/hd-37605-b/
2608,HD 37124 d,31.6634,0.696 Jupiters,7.68,2005,https://science.nasa.gov/exoplanet-catalog/hd-37124-d/
2609,HD 37124 c,31.6634,0.652 Jupiters,7.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-37124-c/
2610,HD 37124 b,31.6634,0.675 Jupiters,7.68,2002,https://science.nasa.gov/exoplanet-catalog/hd-37124-b/
2611,HD 34445 b,46.0907,0.82 Jupiters,7.31,2009,https://science.nasa.gov/exoplanet-catalog/hd-34445-b/
2612,HD 33564 b,20.7858,9.1 Jupiters,5.08,2005,https://science.nasa.gov/exoplanet-catalog/hd-33564-b/
2613,HD 33283 b,89.8623,0.329 Jupiters,8.05,2006,https://science.nasa.gov/exoplanet-catalog/hd-33283-b/
2614,HD 33142 b,121.375,1.26 Jupiters,7.96,2011,https://science.nasa.gov/exoplanet-catalog/hd-33142-b/
2615,HD 32518 b,122.115,2.849 Jupiters,6.43005,2009,https://science.nasa.gov/exoplanet-catalog/hd-32518-b/
2616,HD 31253 b,58.1438,0.62 Jupiters,7.13266,2010,https://science.nasa.gov/exoplanet-catalog/hd-31253-b/
2617,HD 30856 b,131.199,1.547 Jupiters,7.91,2011,https://science.nasa.gov/exoplanet-catalog/hd-30856-b/
2618,HD 30669 b,58.0844,0.47 Jupiters,9.12,2014,https://science.nasa.gov/exoplanet-catalog/hd-30669-b/
2619,HD 30562 b,26.1597,1.47 Jupiters,5.77466,2009,https://science.nasa.gov/exoplanet-catalog/hd-30562-b/
2620,HD 30177 b,55.5867,8.403 Jupiters,8.41,2002,https://science.nasa.gov/exoplanet-catalog/hd-30177-b/
2621,HD 28678 b,189.908,1.542 Jupiters,8.38,2011,https://science.nasa.gov/exoplanet-catalog/hd-28678-b/
2622,HD 28254 b,55.2884,3.8 Jupiters,7.69,2010,https://science.nasa.gov/exoplanet-catalog/hd-28254-b/
2623,HD 28185 b,39.3809,5.837 Jupiters,7.8,2001,https://science.nasa.gov/exoplanet-catalog/hd-28185-b/
2624,HD 27894 b,43.8214,0.619 Jupiters,9.36,2005,https://science.nasa.gov/exoplanet-catalog/hd-27894-b/
2625,HD 27631 b,50.2862,1.56 Jupiters,8.26,2012,https://science.nasa.gov/exoplanet-catalog/hd-27631-b/
2626,HD 27442 b,18.2704,1.56 Jupiters,4.44,2000,https://science.nasa.gov/exoplanet-catalog/hd-27442-b/
2627,HD 25171 b,55.6146,0.915 Jupiters,7.77,2010,https://science.nasa.gov/exoplanet-catalog/hd-25171-b/
2628,HD 24040 b,46.6224,3.86 Jupiters,7.515,2006,https://science.nasa.gov/exoplanet-catalog/hd-24040-b/
2629,HD 23596 b,52.0018,11.914 Jupiters,7.26122,2003,https://science.nasa.gov/exoplanet-catalog/hd-23596-b/
2630,HD 23127 b,93.8555,1.527 Jupiters,8.58,2006,https://science.nasa.gov/exoplanet-catalog/hd-23127-b/
2631,HD 23079 b,33.4591,2.61 Jupiters,7.12,2001,https://science.nasa.gov/exoplanet-catalog/hd-23079-b/
2632,HD 22781 b,32.6034,13.65 Jupiters,8.78,2011,https://science.nasa.gov/exoplanet-catalog/hd-22781-b/
2633,HD 20868 b,47.7223,1.25 Jupiters,9.92,2008,https://science.nasa.gov/exoplanet-catalog/hd-20868-b/
2634,HD 20794 d,6.0414,4.8 Earths,4.258,2011,https://science.nasa.gov/exoplanet-catalog/hd-20794-d/
2635,HD 20794 c,6.0414,2.4 Earths,4.258,2011,https://science.nasa.gov/exoplanet-catalog/hd-20794-c/
2636,HD 20794 b,6.0414,2.7 Earths,4.258,2011,https://science.nasa.gov/exoplanet-catalog/hd-20794-b/
2637,HD 20782 b,35.9864,1.4878 Jupiters,7.36,2006,https://science.nasa.gov/exoplanet-catalog/hd-20782-b/
2638,HD 19994 b,22.5242,1.37 Jupiters,5.06345,2003,https://science.nasa.gov/exoplanet-catalog/hd-19994-b/
2639,HD 18742 b,162.685,3.4 Jupiters,7.81,2011,https://science.nasa.gov/exoplanet-catalog/hd-18742-b/
2640,HD 17156 b,78.0863,3.51 Jupiters,8.17,2007,https://science.nasa.gov/exoplanet-catalog/hd-17156-b/
2641,HD 17092 b,228.422,10.13 Jupiters,7.732,2007,https://science.nasa.gov/exoplanet-catalog/hd-17092-b/
2642,HD 16417 b,25.3936,22.1 Earths,5.78,2008,https://science.nasa.gov/exoplanet-catalog/hd-16417-b/
2643,HD 16175 b,59.859,5.9 Jupiters,7.297,2009,https://science.nasa.gov/exoplanet-catalog/hd-16175-b/
2644,HD 16141 b,37.7861,0.26 Jupiters,6.834,2000,https://science.nasa.gov/exoplanet-catalog/hd-16141-b/
2645,HD 14067 b,142.024,15.3 Jupiters,6.53329,2014,https://science.nasa.gov/exoplanet-catalog/hd-14067-b/
2646,HD 13931 b,47.3963,2.8 Jupiters,7.61,2009,https://science.nasa.gov/exoplanet-catalog/hd-13931-b/
2647,HD 13908 c,79.5515,5.13 Jupiters,7.52,2013,https://science.nasa.gov/exoplanet-catalog/hd-13908-c/
2648,HD 13908 b,79.5515,0.865 Jupiters,7.52,2013,https://science.nasa.gov/exoplanet-catalog/hd-13908-b/
2649,HD 13189 b,497.823,10.95 Jupiters,7.57,2005,https://science.nasa.gov/exoplanet-catalog/hd-13189-b/
2650,HD 12661 c,37.8478,1.812 Jupiters,7.43,2002,https://science.nasa.gov/exoplanet-catalog/hd-12661-c/
2651,HD 12661 b,37.8478,2.43 Jupiters,7.43,2000,https://science.nasa.gov/exoplanet-catalog/hd-12661-b/
2652,HD 11977 b,67.9331,6.54 Jupiters,4.68,2005,https://science.nasa.gov/exoplanet-catalog/hd-11977-b/
2653,HD 11964 c,33.5369,25 Earths,6.41525,2008,https://science.nasa.gov/exoplanet-catalog/hd-11964-c/
2654,HD 11964 b,33.5369,0.622 Jupiters,6.41525,2005,https://science.nasa.gov/exoplanet-catalog/hd-11964-b/
2655,HD 11506 c,51.261,0.4 Jupiters,7.51,2008,https://science.nasa.gov/exoplanet-catalog/hd-11506-c/
2656,HD 11506 b,51.261,4.88 Jupiters,7.51,2007,https://science.nasa.gov/exoplanet-catalog/hd-11506-b/
2657,HD 10697 b,33.1205,5.743 Jupiters,6.28262,1999,https://science.nasa.gov/exoplanet-catalog/hd-10697-b/
2658,GJ 86 b,10.7836,4.42 Jupiters,6.12,1999,https://science.nasa.gov/exoplanet-catalog/gj-86-b/
2659,DENIS-P J082303.1-491201 b,20.77,28.5 Jupiters,Unknown,2013,https://science.nasa.gov/exoplanet-catalog/denis-p-j0823031-491201-b/
2660,CHXR 73 b,190.374,12.569 Jupiters,Unknown,2006,https://science.nasa.gov/exoplanet-catalog/chxr-73-b/
2661,CFBDSIR J145829+101343 b,23.1,10.5 Jupiters,Unknown,2011,https://science.nasa.gov/exoplanet-catalog/cfbdsir-j145829101343-b/
2662,BD+49 828 b,442.042,1.6 Jupiters,9.381,2015,https://science.nasa.gov/exoplanet-catalog/bd49-828-b/
2663,BD+48 738 b,871.493,0.91 Jupiters,9.139,2011,https://science.nasa.gov/exoplanet-catalog/bd48-738-b/
2664,GSC 06214-00210 b,108.5,16 Jupiters,12.416,2010,https://science.nasa.gov/exoplanet-catalog/gsc-06214-00210-b/
2665,GJ 876 e,4.67517,14.6 Earths,10.16,2010,https://science.nasa.gov/exoplanet-catalog/gj-876-e/
2666,GJ 876 d,4.67517,6.83 Earths,10.16,2005,https://science.nasa.gov/exoplanet-catalog/gj-876-d/
2667,GJ 876 c,4.67517,0.7142 Jupiters,10.16,2000,https://science.nasa.gov/exoplanet-catalog/gj-876-c/
2668,GJ 876 b,4.67517,2.2756 Jupiters,10.16,1998,https://science.nasa.gov/exoplanet-catalog/gj-876-b/
2669,GJ 849 b,8.80058,0.893 Jupiters,10.41,2006,https://science.nasa.gov/exoplanet-catalog/gj-849-b/
2670,GJ 832 b,4.96435,0.99 Jupiters,8.66,2008,https://science.nasa.gov/exoplanet-catalog/gj-832-b/
2671,GJ 687 b,4.54939,17.2 Earths,9.15,2014,https://science.nasa.gov/exoplanet-catalog/gj-687-b/
2672,GJ 676 A e,16.0272,6.6744 Earths,9.58,2012,https://science.nasa.gov/exoplanet-catalog/gj-676-a-e/
2673,GJ 676 A d,16.0272,3.81394 Earths,9.58,2012,https://science.nasa.gov/exoplanet-catalog/gj-676-a-d/
2674,GJ 676 A b,16.0272,5.792 Jupiters,9.58,2010,https://science.nasa.gov/exoplanet-catalog/gj-676-a-b/
2675,GJ 674 b,4.54896,11.09 Earths,9.38,2007,https://science.nasa.gov/exoplanet-catalog/gj-674-b/
2676,GJ 667 C g,7.24396,4.6 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-g/
2677,GJ 667 C f,7.24396,2.7 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-f/
2678,GJ 667 C e,7.24396,2.7 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-e/
2679,GJ 667 C c,7.24396,3.8 Earths,10.602,2013,https://science.nasa.gov/exoplanet-catalog/gj-667-c-c/
2680,GJ 667 C b,7.24396,5.68 Earths,10.602,2012,https://science.nasa.gov/exoplanet-catalog/gj-667-c-b/
2681,GJ 649 b,10.3796,0.258 Jupiters,9.7,2009,https://science.nasa.gov/exoplanet-catalog/gj-649-b/
2682,GJ 581 e,6.2981,1.7 Earths,10.57,2009,https://science.nasa.gov/exoplanet-catalog/gj-581-e/
2683,GJ 581 c,6.2981,5.5 Earths,10.57,2007,https://science.nasa.gov/exoplanet-catalog/gj-581-c/
2684,GJ 581 b,6.2981,15.8 Earths,10.57,2005,https://science.nasa.gov/exoplanet-catalog/gj-581-b/
2685,GJ 504 b,17.5299,4 Jupiters,5.18799,2013,https://science.nasa.gov/exoplanet-catalog/gj-504-b/
2686,GJ 436 b,9.75321,22.1 Earths,10.67,2004,https://science.nasa.gov/exoplanet-catalog/gj-436-b/
2687,GJ 433 b,9.06456,6.043 Earths,9.81,2011,https://science.nasa.gov/exoplanet-catalog/gj-433-b/
2688,GJ 3634 b,20.3779,8.4 Earths,11.938,2010,https://science.nasa.gov/exoplanet-catalog/gj-3634-b/
2689,GJ 3470 b,29.4214,13.9 Earths,12.332,2012,https://science.nasa.gov/exoplanet-catalog/gj-3470-b/
2690,GJ 3341 b,23.619,6.6 Earths,12.062,2015,https://science.nasa.gov/exoplanet-catalog/gj-3341-b/
2691,GJ 3293 c,20.1903,21.09 Earths,11.945,2015,https://science.nasa.gov/exoplanet-catalog/gj-3293-c/
2692,GJ 3293 b,20.1903,23.54 Earths,11.945,2015,https://science.nasa.gov/exoplanet-catalog/gj-3293-b/
2693,GJ 328 b,20.5266,2.51 Jupiters,9.99,2013,https://science.nasa.gov/exoplanet-catalog/gj-328-b/
2694,GJ 317 b,15.1968,2.5 Jupiters,12.4,2007,https://science.nasa.gov/exoplanet-catalog/gj-317-b/
2695,GJ 3021 b,17.5559,3.37 Jupiters,6.59,2000,https://science.nasa.gov/exoplanet-catalog/gj-3021-b/
2696,GJ 179 b,12.356,0.95 Jupiters,11.963,2009,https://science.nasa.gov/exoplanet-catalog/gj-179-b/
2697,GJ 163 d,15.1285,29.4 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-d/
2698,GJ 163 c,15.1285,6.8 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-c/
2699,GJ 163 b,15.1285,10.6 Earths,11.79,2013,https://science.nasa.gov/exoplanet-catalog/gj-163-b/
2700,GJ 1214 b,14.6427,8.41 Earths,15.1,2009,https://science.nasa.gov/exoplanet-catalog/gj-1214-b/
2701,WASP-183 b,325.377,0.502 Jupiters,13.081,2019,https://science.nasa.gov/exoplanet-catalog/wasp-183-b/
2702,WASP-181 b,437.495,0.299 Jupiters,12.924,2019,https://science.nasa.gov/exoplanet-catalog/wasp-181-b/
2703,WASP-177 b,176.818,0.508 Jupiters,12.312,2019,https://science.nasa.gov/exoplanet-catalog/wasp-177-b/
2704,K2-294 b,373.078,3.39 Earths,12.649,2019,https://science.nasa.gov/exoplanet-catalog/k2-294-b/
2705,K2-293 b,392.251,6.57 Earths,13.44,2019,https://science.nasa.gov/exoplanet-catalog/k2-293-b/
2706,KOI-1599.02,1131.64,9 Earths,14.795,2019,https://science.nasa.gov/exoplanet-catalog/koi-159902/
2707,KOI-1599.01,1131.64,4.6 Earths,14.795,2019,https://science.nasa.gov/exoplanet-catalog/koi-159901/
2708,K2-63 c,517.534,14.5 Earths,12.98,2016,https://science.nasa.gov/exoplanet-catalog/k2-63-c/
2709,Qatar-7 b,705.981,1.88 Jupiters,13.134,2019,https://science.nasa.gov/exoplanet-catalog/qatar-7-b/
2710,KMT-2017-BLG-1146L b,6500,0.71 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1146l-b/
2711,KMT-2017-BLG-1038L b,6000,2 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-1038l-b/
2712,WASP-190 b,542.251,1 Jupiter,11.645,2019,https://science.nasa.gov/exoplanet-catalog/wasp-190-b/
2713,Kepler-1658 b,788.238,5.88 Jupiters,11.62,2019,https://science.nasa.gov/exoplanet-catalog/kepler-1658-b/
2714,KMT-2016-BLG-1107L b,6651,3.283 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1107l-b/
2715,HATS-70 b,1458.83,12.9 Jupiters,12.227,2019,https://science.nasa.gov/exoplanet-catalog/hats-70-b/
2716,K2-289 b,274.3,0.192 Jupiters,14.81,2019,https://science.nasa.gov/exoplanet-catalog/k2-289-b/
2717,K2-291 b,90.0562,6.49 Earths,10.014,2019,https://science.nasa.gov/exoplanet-catalog/k2-291-b/
2718,K2-290 c,272.909,0.774 Jupiters,11.114,2019,https://science.nasa.gov/exoplanet-catalog/k2-290-c/
2719,K2-290 b,272.909,10.9 Earths,11.114,2019,https://science.nasa.gov/exoplanet-catalog/k2-290-b/
2720,Kepler-730 c,1935.04,3.09 Earths,15.782,2018,https://science.nasa.gov/exoplanet-catalog/kepler-730-c/
2721,HATS-69 b,414.537,0.577 Jupiters,14.074,2018,https://science.nasa.gov/exoplanet-catalog/hats-69-b/
2722,HATS-68 b,603.955,1.29 Jupiters,12.312,2018,https://science.nasa.gov/exoplanet-catalog/hats-68-b/
2723,HATS-67 b,960.109,1.45 Jupiters,13.698,2018,https://science.nasa.gov/exoplanet-catalog/hats-67-b/
2724,HATS-66 b,1477.98,5.33 Jupiters,14.283,2018,https://science.nasa.gov/exoplanet-catalog/hats-66-b/
2725,HATS-65 b,493.32,0.821 Jupiters,12.679,2018,https://science.nasa.gov/exoplanet-catalog/hats-65-b/
2726,HATS-64 b,1080.15,0.96 Jupiters,13.045,2018,https://science.nasa.gov/exoplanet-catalog/hats-64-b/
2727,HATS-63 b,623.232,0.96 Jupiters,13.992,2018,https://science.nasa.gov/exoplanet-catalog/hats-63-b/
2728,HATS-62 b,523.067,0.179 Jupiters,14.171,2018,https://science.nasa.gov/exoplanet-catalog/hats-62-b/
2729,HATS-61 b,679.761,3.4 Jupiters,13.352,2018,https://science.nasa.gov/exoplanet-catalog/hats-61-b/
2730,HATS-60 b,486.474,0.662 Jupiters,12.662,2018,https://science.nasa.gov/exoplanet-catalog/hats-60-b/
2731,K2-287 b,158.335,0.315 Jupiters,11.41,2018,https://science.nasa.gov/exoplanet-catalog/k2-287-b/
2732,K2-286 b,76.1486,5.06 Earths,12.881,2018,https://science.nasa.gov/exoplanet-catalog/k2-286-b/
2733,WASP-170 b,305.603,1.6 Jupiters,12.613,2018,https://science.nasa.gov/exoplanet-catalog/wasp-170-b/
2734,WASP-163 b,261.386,1.87 Jupiters,12.663,2018,https://science.nasa.gov/exoplanet-catalog/wasp-163-b/
2735,WASP-161 b,343.08,2.49 Jupiters,11.079,2018,https://science.nasa.gov/exoplanet-catalog/wasp-161-b/
2736,K2-285 e,154.961,10.7 Earths,12.075,2018,https://science.nasa.gov/exoplanet-catalog/k2-285-e/
2737,K2-285 d,154.961,6.5 Earths,12.075,2018,https://science.nasa.gov/exoplanet-catalog/k2-285-d/
2738,K2-285 c,154.961,15.68 Earths,12.075,2018,https://science.nasa.gov/exoplanet-catalog/k2-285-c/
2739,K2-285 b,154.961,9.68 Earths,12.075,2018,https://science.nasa.gov/exoplanet-catalog/k2-285-b/
2740,KOI-3680 b,921.986,1.93 Jupiters,14.616,2018,https://science.nasa.gov/exoplanet-catalog/koi-3680-b/
2741,HATS-59 c,642.884,12.7 Jupiters,14.033,2018,https://science.nasa.gov/exoplanet-catalog/hats-59-c/
2742,HATS-59 b,642.884,0.806 Jupiters,14.033,2018,https://science.nasa.gov/exoplanet-catalog/hats-59-b/
2743,CoRoT-21 b,1398.8341969,2.26 Jupiters,16.058,2012,https://science.nasa.gov/exoplanet-catalog/corot-21-b/
2744,MOA-2016-BLG-319L b,6800,0.62 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/moa-2016-blg-319l-b/
2745,MOA-2011-BLG-291L b,4400,18 Earths,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/moa-2011-blg-291l-b/
2746,K2-284 b,107.272,8.15 Earths,13.265,2018,https://science.nasa.gov/exoplanet-catalog/k2-284-b/
2747,WASP-165 b,602.236,0.658 Jupiters,12.816,2018,https://science.nasa.gov/exoplanet-catalog/wasp-165-b/
2748,WASP-164 b,327.506,2.13 Jupiters,12.603,2018,https://science.nasa.gov/exoplanet-catalog/wasp-164-b/
2749,WASP-147 b,436.098,0.275 Jupiters,12.681,2018,https://science.nasa.gov/exoplanet-catalog/wasp-147-b/
2750,OGLE-2013-BLG-1761L b,6900,2.7 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/ogle-2013-blg-1761l-b/
2751,MOA-2015-BLG-337L b,7100,33.7 Earths,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/moa-2015-blg-337l-b/
2752,KMT-2016-BLG-2142L b,7010,15.49 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-2142l-b/
2753,KMT-2016-BLG-1820L b,6260,4.57 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1820l-b/
2754,KMT-2016-BLG-1397L b,6600,7 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-1397l-b/
2755,NGTS-2 b,356.391,0.74 Jupiters,10.789,2018,https://science.nasa.gov/exoplanet-catalog/ngts-2-b/
2756,K2-283 b,402.915,12.2 Earths,14.364,2018,https://science.nasa.gov/exoplanet-catalog/k2-283-b/
2757,K2-282 b,496.289,6.8 Earths,14.21,2018,https://science.nasa.gov/exoplanet-catalog/k2-282-b/
2758,K2-281 b,458.139,0.16 Jupiters,15.048,2018,https://science.nasa.gov/exoplanet-catalog/k2-281-b/
2759,K2-280 b,391.537,37.1 Earths,12.524,2018,https://science.nasa.gov/exoplanet-catalog/k2-280-b/
2760,K2-279 b,182.983,1.92 Earths,11.491,2018,https://science.nasa.gov/exoplanet-catalog/k2-279-b/
2761,K2-278 b,786.439,9.17 Earths,13.446,2018,https://science.nasa.gov/exoplanet-catalog/k2-278-b/
2762,K2-277 b,113.123,4.94 Earths,10.364,2018,https://science.nasa.gov/exoplanet-catalog/k2-277-b/
2763,K2-276 b,488.152,13.7 Earths,14.654,2018,https://science.nasa.gov/exoplanet-catalog/k2-276-b/
2764,K2-275 c,123.438,5.52 Earths,11.974,2018,https://science.nasa.gov/exoplanet-catalog/k2-275-c/
2765,K2-266 d,77.5586,8.9 Earths,11.625,2018,https://science.nasa.gov/exoplanet-catalog/k2-266-d/
2766,K2-266 c,77.5586,0.29013 Earths,11.625,2018,https://science.nasa.gov/exoplanet-catalog/k2-266-c/
2767,K2-266 b,77.5586,11.26782 Earths,11.625,2018,https://science.nasa.gov/exoplanet-catalog/k2-266-b/
2768,K2-270 b,280.518,2.48 Earths,13.847,2018,https://science.nasa.gov/exoplanet-catalog/k2-270-b/
2769,K2-269 b,360.76,3.09 Earths,11.784,2018,https://science.nasa.gov/exoplanet-catalog/k2-269-b/
2770,K2-268 c,327.783,7.7 Earths,13.848,2018,https://science.nasa.gov/exoplanet-catalog/k2-268-c/
2771,K2-268 b,327.783,2.86 Earths,13.848,2018,https://science.nasa.gov/exoplanet-catalog/k2-268-b/
2772,K2-265 b,138.671,6.54 Earths,11.187,2018,https://science.nasa.gov/exoplanet-catalog/k2-265-b/
2773,K2-275 b,123.438,6.08 Earths,11.974,2018,https://science.nasa.gov/exoplanet-catalog/k2-275-b/
2774,K2-274 b,228.327,4.98 Earths,13.181,2018,https://science.nasa.gov/exoplanet-catalog/k2-274-b/
2775,K2-273 b,308.105,9.53 Earths,13.246,2018,https://science.nasa.gov/exoplanet-catalog/k2-273-b/
2776,K2-272 b,423.065,9.96 Earths,13.872,2018,https://science.nasa.gov/exoplanet-catalog/k2-272-b/
2777,K2-271 b,564.454,0.131 Jupiters,13.845,2018,https://science.nasa.gov/exoplanet-catalog/k2-271-b/
2778,K2-270 c,280.518,9.01 Earths,13.847,2018,https://science.nasa.gov/exoplanet-catalog/k2-270-c/
2779,WASP-172 b,538.11,0.47 Jupiters,10.988,2018,https://science.nasa.gov/exoplanet-catalog/wasp-172-b/
2780,WASP-168 b,303.941,0.42 Jupiters,12.124,2018,https://science.nasa.gov/exoplanet-catalog/wasp-168-b/
2781,WASP-162 b,310.841,5.2 Jupiters,12.213,2018,https://science.nasa.gov/exoplanet-catalog/wasp-162-b/
2782,WASP-159 b,715.383,0.55 Jupiters,12.836,2018,https://science.nasa.gov/exoplanet-catalog/wasp-159-b/
2783,WASP-158 b,524.993,2.79 Jupiters,12.044,2018,https://science.nasa.gov/exoplanet-catalog/wasp-158-b/
2784,WASP-144 b,355.513,0.44 Jupiters,13.085,2018,https://science.nasa.gov/exoplanet-catalog/wasp-144-b/
2785,OGLE-2011-BLG-0173L b,6100,0.19 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/ogle-2011-blg-0173l-b/
2786,Kepler-1656 b,185.875,0.15 Jupiters,11.64,2018,https://science.nasa.gov/exoplanet-catalog/kepler-1656-b/
2787,K2-266 e,77.5586,14.3 Earths,11.625,2018,https://science.nasa.gov/exoplanet-catalog/k2-266-e/
2788,K2-264 c,185.605,7.6 Earths,16.701,2018,https://science.nasa.gov/exoplanet-catalog/k2-264-c/
2789,K2-264 b,185.605,5.61 Earths,16.701,2018,https://science.nasa.gov/exoplanet-catalog/k2-264-b/
2790,K2-263 b,162.481,14.9 Earths,11.568,2018,https://science.nasa.gov/exoplanet-catalog/k2-263-b/
2791,WASP-174 b,410.149,0.33 Jupiters,11.803,2018,https://science.nasa.gov/exoplanet-catalog/wasp-174-b/
2792,K2-261 b,213.283,0.188 Jupiters,10.612,2018,https://science.nasa.gov/exoplanet-catalog/k2-261-b/
2793,K2-260 b,663.834,1.42 Jupiters,12.624,2018,https://science.nasa.gov/exoplanet-catalog/k2-260-b/
2794,CoRoT-20 c,844.061,17 Jupiters,14.63,2018,https://science.nasa.gov/exoplanet-catalog/corot-20-c/
2795,K2-238 b,537.963,0.86 Jupiters,13.973,2018,https://science.nasa.gov/exoplanet-catalog/k2-238-b/
2796,K2-237 b,314.995,1.363 Jupiters,11.602,2018,https://science.nasa.gov/exoplanet-catalog/k2-237-b/
2797,K2-259 b,416.457,5.99 Earths,12.511,2018,https://science.nasa.gov/exoplanet-catalog/k2-259-b/
2798,K2-258 b,661.873,9.27 Earths,13.361,2018,https://science.nasa.gov/exoplanet-catalog/k2-258-b/
2799,K2-257 b,64.0065,0.498 Earths,13.716,2018,https://science.nasa.gov/exoplanet-catalog/k2-257-b/
2800,K2-255 b,191.608,8.75 Earths,13.662,2018,https://science.nasa.gov/exoplanet-catalog/k2-255-b/
2801,K2-254 c,227.775,5.43 Earths,14.238,2018,https://science.nasa.gov/exoplanet-catalog/k2-254-c/
2802,K2-254 b,227.775,3.29 Earths,14.238,2018,https://science.nasa.gov/exoplanet-catalog/k2-254-b/
2803,K2-253 b,876.565,Unknown,15.002,2018,https://science.nasa.gov/exoplanet-catalog/k2-253-b/
2804,K2-252 b,228.839,3.68 Earths,12.93,2018,https://science.nasa.gov/exoplanet-catalog/k2-252-b/
2805,K2-251 b,147.03,6.12 Earths,15.66,2018,https://science.nasa.gov/exoplanet-catalog/k2-251-b/
